,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,added,addeda,multiplied,multiplieda,substracted,substracteda,deducted,deducteda,exp1a,exp2a,exp3a,exp4a,exp1,exp2,exp3,exp4
441130,310.375,1.125,1.033,1.3346,4.038600000000001,0.3739,0.6375000000000001,4.305000000000001,2007-02-18,2007-08-10 00:00:00,0,173,5.373200000000001,4.942500000000001,5.389915560000001,2.7444375000000005,0.33046105085920857,0.1480836236933798,-2.7040000000000006,-3.6675000000000004,18.236980500000005,10.315700000000003,8.2142075,14.792286384697505,18.236980500000005,10.315700000000001,16.454413560000006,14.792286384697505
441254,310.625,1.375,0.5751000000000001,2.5081,4.2961,-0.038,1.4956,4.6206000000000005,2007-07-22,2007-08-10 00:00:00,0,19,6.8042,6.116200000000001,10.77504841,6.910569360000001,0.5838085705639999,0.32368090724148374,-1.7879999999999998,-3.1250000000000004,23.60167402,12.9204,13.55394716,74.46171939466274,23.60167402,12.9204,35.699791790000006,74.46171939466274
441255,310.625,1.625,0.5507000000000001,0.7717,4.2102,-0.0291,-0.3377,4.4512,2007-07-23,2007-08-10 00:00:00,0,18,4.9819,4.7889,3.2490113400000005,1.50317024,0.1832929552040283,0.07586718188353703,-3.4385000000000003,-4.1135,19.00104533,9.0954,6.64468454,4.883817155710523,18.47983915,9.095400000000001,3.7590476000000006,-4.883817155710523
441495,310.375,1.625,0.417,1.9667,3.9145,-0.172,0.8464,4.2236,2007-07-23,2007-08-11 00:00:00,0,19,5.8812,5.07,7.698647149999999,3.5748550400000005,0.5024141014178056,0.20039776493986172,-1.9478,-3.3772,18.19789708,10.9512,9.5035328,27.521547565359135,18.19789708,10.9512,22.893289109999998,27.521547565359135
442175,310.125,2.375,0.6044,-2.572,3.2835,0.0884,-3.3074000000000003,3.595,2007-05-29,2007-08-12 00:00:00,0,75,5.8555,6.9024,8.445162,11.890103000000002,0.7833104918532054,0.92,-0.7115,-0.28759999999999986,20.3108153,12.757900000000001,17.0268479,100.41384603168602,20.3108153,0.9990999999999999,-40.44145290000001,100.41384603168602
442462,309.875,2.375,0.217,-2.2957,-4.2964,-0.3064,-2.9686000000000003,-3.9018,2007-07-21,2007-08-12 00:00:00,0,22,6.5921,6.8704,9.863245480000002,11.582883480000001,0.5343310678707756,0.7608283356399611,-2.0007,-0.9331999999999998,23.57870854,13.4625,18.951793040000002,114.2448231294767,23.57870854,-13.4625,43.15778426,114.2448231294767
442711,310.125,2.625,0.2666,-2.5426,1.914,-0.2319,-3.1732,2.1726,2007-07-23,2007-08-13 00:00:00,0,21,4.4566,5.3458000000000006,4.8665364,6.894094320000001,1.3284221525600837,1.4605541747215318,0.6286000000000003,1.0006,12.22653472,9.802399999999999,10.788704799999998,33.55036095331325,12.22653472,-1.6292,-23.358188279999997,33.55036095331325
442991,309.875,2.625,0.2663,-2.4569,-1.8126,-0.2414,-3.0660000000000003,-1.3965,2007-07-23,2007-08-13 00:00:00,0,21,4.2695,4.4625,4.45337694,4.281669000000001,1.3554562506896173,2.1954887218045114,0.6443000000000001,1.6695000000000002,10.0641513,8.732,9.4108316,19.067885989312863,10.0641513,-8.732,17.72353839,19.067885989312863
443662,309.625,2.625,0.7063,1.1846,-4.5723,0.1861,0.6995,-4.0785,2006-09-09,2007-08-14 00:00:00,0,339,5.7569,4.7780000000000005,5.416346580000001,2.85291075,0.25908186251995713,0.17150913325977687,-3.3877,-3.379,19.476753249999998,10.5349,8.461423850000001,15.452353383807738,19.476753249999998,-6.7667,-16.29897228,15.452353383807738
459306,310.125,1.875,0.4931,-0.9876,3.6778,-0.0724,-1.8963,4.0858,2007-05-29,2007-09-14 00:00:00,0,108,4.6654,5.9821,3.63219528,7.74790254,0.26853009951601503,0.46411963385383526,-2.6902,-2.1895,16.89954112,10.6475,12.047612140000002,28.141895035688012,16.89954112,4.8797,-22.389446040000003,28.141895035688012
459596,310.125,2.125,0.5622,-2.4205,2.8108,0.0237,-3.2230000000000003,3.1745,2007-05-30,2007-09-15 00:00:00,0,108,5.2313,6.397500000000001,6.8035414,10.231413500000002,0.861142735164366,1.0152779965348875,-0.39029999999999987,0.04850000000000021,16.724156100000002,11.628800000000002,14.654208400000002,69.60984532776891,16.724156100000002,0.34179999999999966,-33.77804055000001,69.60984532776891
467877,310.625,2.625,0.4932,-2.2548,1.9728,0.0008,-2.754,1.9529,2007-04-09,2007-10-05 00:00:00,0,179,4.2276,4.7069,4.44826944,5.3782866,1.1429440389294403,1.4102104562445592,0.2819999999999998,0.8010999999999999,10.06240032,8.9345,9.6407912,23.924067922341504,10.06240032,-1.0830999999999995,-19.66304616,23.924067922341504
467878,310.625,2.375,0.4839,0.3581,4.4067,-0.0213,-0.3232,4.448,2007-07-23,2007-10-05 00:00:00,0,74,4.7648,4.7712,1.5780392699999999,1.4375936,0.08126262282433566,0.07266187050359711,-4.0485999999999995,-4.1248000000000005,19.71673952,8.889600000000002,6.230345440000001,2.2685791551006713,19.48526368,8.889600000000002,0.3090290299999999,-2.2685791551006713
477479,310.375,1.625,0.4153,4.1623,3.0744,-0.1737,3.0420000000000003,3.3834,2007-08-16,2007-10-22 00:00:00,0,67,7.2367,6.4254,12.79657512,10.292302800000002,1.353857663283893,0.8990955843234617,1.0879000000000003,-0.3413999999999997,23.06364156,13.662099999999999,16.8980248,131.70622593798635,23.06364156,13.6621,46.52392854,131.70622593798635
495641,310.375,1.875,0.5787,4.1996,3.4163,0.0234,3.1848,3.6914,2007-10-25,2007-11-10 00:00:00,0,16,7.6159,6.8762,14.347093480000002,11.75637072,1.229283142581155,0.8627620956818552,0.7833000000000001,-0.5065999999999997,25.9858159,14.4921,18.77123224,168.66974970537493,25.9858159,14.4921,52.48609988,168.66974970537493
495642,310.375,1.625,0.7052,4.457800000000001,2.8252,0.1162,3.3375000000000004,3.1342000000000003,2007-10-26,2007-11-10 00:00:00,0,15,7.283000000000001,6.4717,12.594176560000003,10.460392500000003,1.5778705932323376,1.0648650373301003,1.6326000000000005,0.20330000000000004,23.732649340000005,13.754700000000001,17.021105000000002,131.74003003189986,23.732649340000005,13.754700000000001,46.45531082000001,131.74003003189986
496125,310.375,2.375,0.4366,0.3096,4.6184,-0.0722,-0.4061,4.7892,2007-07-24,2007-11-10 00:00:00,0,109,4.928,5.1953000000000005,1.4298566400000001,1.94489412,0.06703620301403082,0.08479495531612796,-4.308800000000001,-4.3831,22.24416984,9.504100000000001,6.974332240000001,2.780919771578957,21.992712720000004,9.3111,-0.9078334000000003,-2.780919771578957
496655,310.125,2.125,0.4194,-2.5966,-3.6288,-0.119,-3.3991,-3.2652,2007-09-17,2007-11-11 00:00:00,0,55,6.2254000000000005,6.6643,9.42254208,11.09874132,0.7155533509700176,1.0410082077667524,-1.0322,0.13389999999999969,20.67486082,12.8897,18.196454080000002,104.57835712273474,20.67486082,-12.8897,41.3343558,104.57835712273474
496913,310.125,1.875,0.3952,-1.1678,-4.8644,-0.1703,-2.0765,-4.4564,2007-09-16,2007-11-11 00:00:00,0,56,6.0322,6.5329,5.680646319999999,9.2537146,0.24007071786859632,0.46595907010142706,-3.6966,-2.3799000000000006,24.102648860000002,12.565100000000001,15.7251266,52.567079788820266,24.102648860000002,-12.5651,30.23947144,52.567079788820266
497040,310.625,2.125,0.5784,0.63,3.7513,0.0549,-0.2347,3.8559,2007-07-24,2007-11-12 00:00:00,0,111,4.3813,4.0906,2.363319,0.90497973,0.16794178018286993,0.060867761093389344,-3.1213,-3.6212,14.61249867,8.002500000000001,5.36633011,2.13875579052387,14.31677667,8.002500000000001,3.0071261600000003,-2.13875579052387
